timepoint,date,river,treatment,side,transect,point,Line_transect,Frog.abundance,Frog.richness,Duttaphrynus melanostictus,Fejervarya cancrivora,Fejervarya limnocharis,Hylarana parvaccola,Hylarana erythraea,Hylarana glandulosa,Hylarana miopus,Hylarana nicobariensis,Kaloula baleata,Kaloula pulchra,Leptobrachium nigrops,Microhyla sp.,Polypedates leucomystax,NA
baseline,23/01/2018,PLPE,C,West,50m,river,C-W-50-RV,6,3,0,0,0,2,1,3,0,0,0,0,0,0,0,0
post1,16/12/2019,PLPE,C,West,250m,buffer.core,C-W-250-BC,3,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0
post1,16/12/2019,PLPE,C,West,250m,OP.core,C-W-250-OPC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
post1,16/12/2019,PLPE,C,West,250m,OP.edge,C-W-250-OPE,23,8,0,2,2,0,10,1,0,1,0,2,0,2,3,0
post1,16/12/2019,PLPE,C,West,250m,river,C-W-250-RV,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
post1,17/12/2019,PLPE,C,West,50m,buffer.core,C-W-50-BC,3,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0
post1,17/12/2019,PLPE,C,West,50m,OP.core,C-W-50-OPC,12,4,0,0,0,0,0,3,0,2,0,0,0,1,6,0
post1,17/12/2019,PLPE,C,West,50m,OP.edge,C-W-50-OPE,3,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0
post1,17/12/2019,PLPE,C,West,50m,river,C-W-50-RV,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
post1,18/12/2019,PLPE,C,East,350m,buffer.core,C-E-350-BC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
post1,18/12/2019,PLPE,C,East,350m,OP.core,C-E-350-OPC,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
post1,18/12/2019,PLPE,C,East,350m,OP.edge,C-E-350-OPE,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
post1,18/12/2019,PLPE,C,East,350m,river,C-E-350-RV,4,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0
post1,27/12/2019,PLPE,C,East,150m,buffer.core,C-E-150-BC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post1,27/12/2019,PLPE,C,East,150m,OP.core,C-E-150-OPC,4,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0
post1,27/12/2019,PLPE,C,East,150m,OP.edge,C-E-150-OPE,7,2,0,0,0,3,0,4,0,0,0,0,0,0,0,0
post1,27/12/2019,PLPE,C,East,150m,river,C-E-150-RV,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
post2,14/06/2022,PLPE,C,East,350m,buffer.core,C-E-350-BC,3,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0
post2,14/06/2022,PLPE,C,East,350m,OP.core,C-E-350-OPC,129,6,0,1,24,0,0,0,0,1,0,5,0,95,3,0
post2,14/06/2022,PLPE,C,East,350m,OP.edge,C-E-350-OPE,40,6,0,0,1,0,0,1,0,3,0,2,0,29,4,0
post2,14/06/2022,PLPE,C,East,350m,river,C-E-350-RV,5,4,0,0,1,1,2,1,0,0,0,0,0,0,0,0
post2,16/06/2022,PLPE,C,East,150m,buffer.core,C-E-150-BC,5,4,0,0,0,0,0,2,0,0,0,1,0,1,1,0
post2,16/06/2022,PLPE,C,East,150m,OP.core,C-E-150-OPC,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
post2,16/06/2022,PLPE,C,East,150m,OP.edge,C-E-150-OPE,16,3,0,0,0,0,0,6,0,5,0,0,0,0,5,0
post2,16/06/2022,PLPE,C,East,150m,river,C-E-150-RV,5,3,0,0,0,0,1,1,0,0,0,0,0,0,3,0
post2,30/06/2022,PLPE,C,West,50m,buffer.core,C-W-50-BC,4,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0
post2,30/06/2022,PLPE,C,West,50m,OP.core,C-W-50-OPC,9,2,0,0,0,0,0,7,0,0,0,0,0,0,2,0
post2,30/06/2022,PLPE,C,West,50m,OP.edge,C-W-50-OPE,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
post2,30/06/2022,PLPE,C,West,50m,river,C-W-50-RV,7,3,0,0,0,0,0,5,0,1,0,0,0,0,1,0
post2,01/07/2022,PLPE,C,West,250m,buffer.core,C-W-250-BC,8,3,0,0,0,1,0,6,0,1,0,0,0,0,0,0
post2,01/07/2022,PLPE,C,West,250m,OP.core,C-W-250-OPC,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0
post2,01/07/2022,PLPE,C,West,250m,OP.edge,C-W-250-OPE,16,3,0,0,0,0,6,9,0,1,0,0,0,0,0,0
post2,01/07/2022,PLPE,C,West,250m,river,C-W-250-RV,9,3,0,0,0,0,4,4,0,0,0,0,0,0,1,0
post3,21/07/2023,PLPE,C,East,150m,buffer.core,C-E-150-BC,8,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0
post3,21/07/2023,PLPE,C,East,150m,OP.core,C-E-150-OPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post3,21/07/2023,PLPE,C,East,150m,OP.edge,C-E-150-OPE,13,3,0,0,0,0,0,10,0,1,0,0,0,0,2,0
post3,21/07/2023,PLPE,C,East,150m,river,C-E-150-RV,8,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0
post3,21/07/2023,PLPE,C,East,350m,buffer.core,C-E-350-BC,4,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0
post3,21/07/2023,PLPE,C,East,350m,OP.core,C-E-350-OPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post3,21/07/2023,PLPE,C,East,350m,OP.edge,C-E-350-OPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post3,21/07/2023,PLPE,C,East,350m,river,C-E-350-RV,9,3,0,0,0,0,1,7,0,0,0,1,0,0,0,0
post3,24/07/2023,PLPE,C,West,250m,buffer.core,C-W-250-BC,9,2,0,0,0,0,0,6,0,0,0,0,0,0,3,0
post3,24/07/2023,PLPE,C,West,250m,OP.core,C-W-250-OPC,8,4,0,0,0,2,0,4,0,1,0,0,0,0,1,0
post3,24/07/2023,PLPE,C,West,250m,OP.edge,C-W-250-OPE,19,6,0,0,2,4,2,5,0,5,0,0,0,0,1,0
post3,24/07/2023,PLPE,C,West,250m,river,C-W-250-RV,13,5,0,1,0,2,0,8,0,0,0,0,0,1,1,0
post3,24/07/2023,PLPE,C,West,50m,buffer.core,C-W-50-BC,17,3,0,0,0,4,0,11,0,0,0,0,0,0,2,0
post3,24/07/2023,PLPE,C,West,50m,OP.core,C-W-50-OPC,39,4,0,0,0,25,0,10,0,0,0,0,0,1,3,0
post3,24/07/2023,PLPE,C,West,50m,OP.edge,C-W-50-OPE,8,5,0,0,1,1,0,3,0,1,0,0,0,0,2,0
post3,24/07/2023,PLPE,C,West,50m,river,C-W-50-RV,13,3,0,0,0,0,1,8,0,0,0,0,0,0,4,0
baseline,10/01/2018,PLPE,D,West,250m,buffer.core,D-W-250-BC,21,4,0,0,0,5,0,11,0,4,0,0,0,0,1,0
baseline,10/01/2018,PLPE,D,West,250m,OP.core,D-W-250-OPC,13,3,0,0,0,11,0,1,0,0,0,0,0,0,1,0
baseline,10/01/2018,PLPE,D,West,250m,OP.edge,D-W-250-OPE,21,5,0,0,0,4,0,8,0,6,0,0,0,1,2,0
baseline,10/01/2018,PLPE,D,West,250m,river,D-W-250-RV,8,4,0,0,0,3,1,2,0,0,0,0,0,0,2,0
baseline,15/01/2018,PLPE,D,East,150m,buffer.core,D-E-150-BC,8,4,0,0,0,0,0,5,0,1,0,0,0,1,1,0
baseline,15/01/2018,PLPE,D,East,150m,OP.core,D-E-150-OPC,4,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0
baseline,15/01/2018,PLPE,D,East,150m,OP.edge,D-E-150-OPE,30,4,0,0,5,5,0,18,0,0,0,0,0,0,2,0
baseline,15/01/2018,PLPE,D,East,150m,river,D-E-150-RV,20,3,0,0,0,1,0,18,0,0,0,0,0,0,1,0
baseline,18/01/2018,PLPE,D,West,50m,buffer.core,D-W-50-BC,14,4,0,0,0,0,0,9,0,3,0,0,0,1,1,0
baseline,18/01/2018,PLPE,D,West,50m,OP.core,D-W-50-OPC,34,4,0,0,0,10,0,22,0,0,0,0,0,1,1,0
baseline,18/01/2018,PLPE,D,West,50m,OP.edge,D-W-50-OPE,16,4,0,0,0,0,0,12,0,1,0,0,0,2,1,0
baseline,18/01/2018,PLPE,D,West,50m,river,D-W-50-RV,14,5,0,0,0,4,1,6,0,1,0,0,0,0,2,0
baseline,22/01/2018,PLPE,D,East,350m,buffer.core,D-E-350-BC,7,4,0,0,0,3,1,2,0,0,0,0,0,0,1,0
baseline,22/01/2018,PLPE,D,East,350m,OP.core,D-E-350-OPC,6,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0
baseline,22/01/2018,PLPE,D,East,350m,OP.edge,D-E-350-OPE,6,3,0,0,0,0,0,3,0,0,0,1,0,0,2,0
baseline,22/01/2018,PLPE,D,East,350m,river,D-E-350-RV,9,4,0,0,3,0,2,2,0,0,0,0,0,0,2,0
post1,16/12/2019,PLPE,D,East,350m,buffer.core,D-E-350-BC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post1,16/12/2019,PLPE,D,East,350m,OP.core,D-E-350-OPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post1,16/12/2019,PLPE,D,East,350m,OP.edge,D-E-350-OPE,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
post1,16/12/2019,PLPE,D,East,350m,river,D-E-350-RV,4,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0
post1,17/12/2019,PLPE,D,East,150m,buffer.core,D-E-150-BC,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
post1,17/12/2019,PLPE,D,East,150m,OP.core,D-E-150-OPC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
post1,17/12/2019,PLPE,D,East,150m,OP.edge,D-E-150-OPE,12,2,0,0,0,7,0,5,0,0,0,0,0,0,0,0
post1,17/12/2019,PLPE,D,East,150m,river,D-E-150-RV,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
post1,26/12/2019,PLPE,D,West,250m,buffer.core,D-W-250-BC,5,3,0,0,0,1,0,3,0,0,0,0,0,1,0,0
post1,26/12/2019,PLPE,D,West,250m,OP.core,D-W-250-OPC,5,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0
post1,26/12/2019,PLPE,D,West,250m,OP.edge,D-W-250-OPE,11,3,0,0,0,1,0,9,0,1,0,0,0,0,0,0
post1,26/12/2019,PLPE,D,West,250m,river,D-W-250-RV,3,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
post1,27/12/2019,PLPE,D,West,50m,buffer.core,D-W-50-BC,14,5,0,1,0,7,0,3,0,0,0,1,0,0,2,0
post1,27/12/2019,PLPE,D,West,50m,OP.core,D-W-50-OPC,13,2,0,0,0,7,0,6,0,0,0,0,0,0,0,0
post1,27/12/2019,PLPE,D,West,50m,OP.edge,D-W-50-OPE,81,3,0,0,0,67,0,13,0,0,0,0,1,0,0,0
post1,27/12/2019,PLPE,D,West,50m,river,D-W-50-RV,9,3,0,0,0,6,0,2,0,0,0,0,0,0,1,0
post2,14/06/2022,PLPE,D,West,50m,buffer.core,D-W-50-BC,8,5,0,0,0,0,1,0,0,1,0,2,0,3,1,0
post2,14/06/2022,PLPE,D,West,50m,OP.core,D-W-50-OPC,37,5,0,0,1,2,0,30,0,1,0,0,0,0,3,0
post2,14/06/2022,PLPE,D,West,50m,OP.edge,D-W-50-OPE,22,4,0,0,0,0,1,19,0,1,0,0,0,0,1,0
post2,14/06/2022,PLPE,D,West,50m,river,D-W-50-RV,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
post2,21/06/2022,PLPE,D,East,150m,buffer.core,D-E-150-BC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post2,21/06/2022,PLPE,D,East,150m,OP.core,D-E-150-OPC,6,3,0,0,0,0,0,1,0,2,0,0,0,0,3,0
post2,21/06/2022,PLPE,D,East,150m,OP.edge,D-E-150-OPE,25,7,0,1,0,3,1,15,0,2,0,1,0,0,2,0
post2,21/06/2022,PLPE,D,East,150m,river,D-E-150-RV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post2,27/06/2022,PLPE,D,East,350m,buffer.core,D-E-350-BC,12,3,0,0,0,0,0,10,0,1,0,0,0,0,1,0
post2,27/06/2022,PLPE,D,East,350m,OP.core,D-E-350-OPC,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
post2,27/06/2022,PLPE,D,East,350m,OP.edge,D-E-350-OPE,4,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0
post2,27/06/2022,PLPE,D,East,350m,river,D-E-350-RV,12,4,0,0,2,0,0,8,0,1,0,0,0,0,1,0
post2,01/07/2022,PLPE,D,West,250m,buffer.core,D-W-250-BC,6,2,0,0,0,0,0,2,0,0,0,0,0,0,4,0
post2,01/07/2022,PLPE,D,West,250m,OP.core,D-W-250-OPC,3,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0
post2,01/07/2022,PLPE,D,West,250m,OP.edge,D-W-250-OPE,12,5,0,0,2,0,4,4,0,1,0,0,0,1,0,0
post2,01/07/2022,PLPE,D,West,250m,river,D-W-250-RV,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
post3,25/07/2023,PLPE,D,East,150m,buffer.core,D-E-150-BC,5,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0
post3,25/07/2023,PLPE,D,East,150m,OP.core,D-E-150-OPC,5,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0
post3,25/07/2023,PLPE,D,East,150m,OP.edge,D-E-150-OPE,22,3,0,0,0,1,0,20,0,1,0,0,0,0,0,0
post3,25/07/2023,PLPE,D,East,150m,river,D-E-150-RV,7,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0
post3,25/07/2023,PLPE,D,East,350m,buffer.core,D-E-350-BC,17,5,0,0,1,4,0,8,0,1,0,0,0,0,3,0
post3,25/07/2023,PLPE,D,East,350m,OP.core,D-E-350-OPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post3,25/07/2023,PLPE,D,East,350m,OP.edge,D-E-350-OPE,6,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0
post3,25/07/2023,PLPE,D,East,350m,river,D-E-350-RV,15,3,0,0,0,4,0,7,0,0,0,0,0,0,4,0
post3,26/07/2023,PLPE,D,West,250m,buffer.core,D-W-250-BC,9,3,0,0,0,0,0,6,1,2,0,0,0,0,0,0
post3,26/07/2023,PLPE,D,West,250m,OP.core,D-W-250-OPC,9,3,0,1,0,0,0,5,0,0,0,0,0,0,3,0
post3,26/07/2023,PLPE,D,West,250m,OP.edge,D-W-250-OPE,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
post3,26/07/2023,PLPE,D,West,250m,river,D-W-250-RV,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
post3,26/07/2023,PLPE,D,West,50m,buffer.core,D-W-50-BC,14,3,0,0,0,0,0,7,0,6,0,0,0,0,1,0
post3,26/07/2023,PLPE,D,West,50m,OP.core,D-W-50-OPC,30,4,0,0,0,12,0,13,0,0,0,0,0,1,4,0
post3,26/07/2023,PLPE,D,West,50m,OP.edge,D-W-50-OPE,16,4,0,0,0,3,4,8,0,0,0,0,0,1,0,0
post3,26/07/2023,PLPE,D,West,50m,river,D-W-50-RV,6,3,0,0,0,0,0,4,0,0,0,0,0,1,1,0
